ClubID,ClubName,Country,GoverningBody,URL
a7854d10,Santa Fe (M),Colombia,CONMEBOL,https://fbref.com/en/squads/a7854d10/history/Santa-Fe-Stats-and-History
70068101,Independiente Medellín (M),Colombia,CONMEBOL,https://fbref.com/en/squads/70068101/history/Independiente-Medellin-Stats-and-History
d1162407,Herediano (M),Costa Rica,CONCACAF,https://fbref.com/en/squads/d1162407/history/Herediano-Stats-and-History
c5806537,Deportivo Saprissa (M),Costa Rica,CONCACAF,https://fbref.com/en/squads/c5806537/history/Deportivo-Saprissa-Stats-and-History
b93b7301,Alajuelense (M),Costa Rica,CONCACAF,https://fbref.com/en/squads/b93b7301/history/Alajuelense-Stats-and-History
f58ca862,CS Cartaginés (M),Costa Rica,CONCACAF,https://fbref.com/en/squads/f58ca862/history/CS-Cartagines-Stats-and-History
20822305,Santos de Guápiles (M),Costa Rica,CONCACAF,https://fbref.com/en/squads/20822305/history/Santos-de-Guapiles-Stats-and-History
9fcb490d,San Carlos (M),Costa Rica,CONCACAF,https://fbref.com/en/squads/9fcb490d/history/San-Carlos-Stats-and-History
edd0d381,Dinamo Zagreb (M),Croatia,UEFA,https://fbref.com/en/squads/edd0d381/history/Dinamo-Zagreb-Stats-and-History
6777e16d,Hajduk Split (M),Croatia,UEFA,https://fbref.com/en/squads/6777e16d/history/Hajduk-Split-Stats-and-History
25dbe099,Rijeka (M),Croatia,UEFA,https://fbref.com/en/squads/25dbe099/history/Rijeka-Stats-and-History
57d14db5,Osijek (M),Croatia,UEFA,https://fbref.com/en/squads/57d14db5/history/Osijek-Stats-and-History
7a798c4b,Slaven Belupo (M),Croatia,UEFA,https://fbref.com/en/squads/7a798c4b/history/Slaven-Belupo-Stats-and-History
ea115eb3,Lokomotiva (M),Croatia,UEFA,https://fbref.com/en/squads/ea115eb3/history/Lokomotiva-Stats-and-History
eab315a6,APOEL FC (M),Cyprus,UEFA,https://fbref.com/en/squads/eab315a6/history/APOEL-FC-Stats-and-History
d27fe90c,Anorthosis (M),Cyprus,UEFA,https://fbref.com/en/squads/d27fe90c/history/Anorthosis-Stats-and-History
15e031af,AC Omonia (M),Cyprus,UEFA,https://fbref.com/en/squads/15e031af/history/AC-Omonia-Stats-and-History
01689b1a,AEK Larnaca FC (M),Cyprus,UEFA,https://fbref.com/en/squads/01689b1a/history/AEK-Larnaca-FC-Stats-and-History
8dff1828,Apollon Limassol (M),Cyprus,UEFA,https://fbref.com/en/squads/8dff1828/history/Apollon-Limassol-Stats-and-History
092980d3,Apollon Ladies (F),Cyprus,UEFA,https://fbref.com/en/squads/092980d3/history/Apollon-Ladies-Stats-and-History
ecb862be,Sparta Prague (M),Czech Republic,UEFA,https://fbref.com/en/squads/ecb862be/history/Sparta-Prague-Stats-and-History
02cd81bf,Viktoria Plzeň (M),Czech Republic,UEFA,https://fbref.com/en/squads/02cd81bf/history/Viktoria-Plzen-Stats-and-History
111cbfb1,Slavia Prague (M),Czech Republic,UEFA,https://fbref.com/en/squads/111cbfb1/history/Slavia-Prague-Stats-and-History
8424bb18,Jablonec (M),Czech Republic,UEFA,https://fbref.com/en/squads/8424bb18/history/Jablonec-Stats-and-History
2c9bebcd,Slovan Liberec (M),Czech Republic,UEFA,https://fbref.com/en/squads/2c9bebcd/history/Slovan-Liberec-Stats-and-History
70c92f33,Mladá Boleslav (M),Czech Republic,UEFA,https://fbref.com/en/squads/70c92f33/history/Mlada-Boleslav-Stats-and-History
18050b20,FC Copenhagen (M),Denmark,UEFA,https://fbref.com/en/squads/18050b20/history/FC-Copenhagen-Stats-and-History
3c4fb635,Midtjylland (M),Denmark,UEFA,https://fbref.com/en/squads/3c4fb635/history/Midtjylland-Stats-and-History
ab75e049,Brøndby (M),Denmark,UEFA,https://fbref.com/en/squads/ab75e049/history/Brondby-Stats-and-History
1850e3f9,Nordsjælland (M),Denmark,UEFA,https://fbref.com/en/squads/1850e3f9/history/Nordsjaelland-Stats-and-History
3f5150ef,Odense (M),Denmark,UEFA,https://fbref.com/en/squads/3f5150ef/history/Odense-Stats-and-History
7e746554,Aalborg (M),Denmark,UEFA,https://fbref.com/en/squads/7e746554/history/Aalborg-Stats-and-History
a0790e2c,Cibao FC (M),Dominican Republic,CONCACAF,https://fbref.com/en/squads/a0790e2c/history/Cibao-FC-Stats-and-History
3ce725cf,Universidad O&M FC (M),Dominican Republic,CONCACAF,https://fbref.com/en/squads/3ce725cf/history/Universidad-OandM-FC-Stats-and-History
742e96b7,Club Deportivo Pantoja (M),Dominican Republic,CONCACAF,https://fbref.com/en/squads/742e96b7/history/Club-Deportivo-Pantoja-Stats-and-History
9b2ada0a,Moca FC (M),Dominican Republic,CONCACAF,https://fbref.com/en/squads/9b2ada0a/history/Moca-FC-Stats-and-History
990519b8,Independiente del Valle (M),Ecuador,CONMEBOL,https://fbref.com/en/squads/990519b8/history/Independiente-del-Valle-Stats-and-History
1284d3f9,LDU Quito (M),Ecuador,CONMEBOL,https://fbref.com/en/squads/1284d3f9/history/LDU-Quito-Stats-and-History
8c71aef1,Barcelona (M),Ecuador,CONMEBOL,https://fbref.com/en/squads/8c71aef1/history/Barcelona-Stats-and-History
c1f8ae36,Emelec (M),Ecuador,CONMEBOL,https://fbref.com/en/squads/c1f8ae36/history/Emelec-Stats-and-History
01f5194d,Universidad Católica (M),Ecuador,CONMEBOL,https://fbref.com/en/squads/01f5194d/history/Universidad-Catolica-Stats-and-History
99a46175,Deportivo Cuenca (M),Ecuador,CONMEBOL,https://fbref.com/en/squads/99a46175/history/Deportivo-Cuenca-Stats-and-History
79a0cdd6,Al Ahly (M),Egypt,CAF,https://fbref.com/en/squads/79a0cdd6/history/Al-Ahly-Stats-and-History
74480d38,Alianza FC (M),El Salvador,CONCACAF,https://fbref.com/en/squads/74480d38/history/Alianza-FC-Stats-and-History
822bd0ba,Liverpool (M),England,UEFA,https://fbref.com/en/squads/822bd0ba/history/Liverpool-Stats-and-History
18bb7c10,Arsenal (M),England,UEFA,https://fbref.com/en/squads/18bb7c10/history/Arsenal-Stats-and-History
19538871,Manchester United (M),England,UEFA,https://fbref.com/en/squads/19538871/history/Manchester-United-Stats-and-History
cff3d9bb,Chelsea (M),England,UEFA,https://fbref.com/en/squads/cff3d9bb/history/Chelsea-Stats-and-History
d3fd31cc,Everton (M),England,UEFA,https://fbref.com/en/squads/d3fd31cc/history/Everton-Stats-and-History
b8fd03ef,Manchester City (M),England,UEFA,https://fbref.com/en/squads/b8fd03ef/history/Manchester-City-Stats-and-History
112c9642,FC Levadia Tallinn (M),Estonia,UEFA,https://fbref.com/en/squads/112c9642/history/FC-Levadia-Tallinn-Stats-and-History
719d83f1,FC Flora (M),Estonia,UEFA,https://fbref.com/en/squads/719d83f1/history/FC-Flora-Stats-and-History
33afefe1,Nõmme Kalju FC (M),Estonia,UEFA,https://fbref.com/en/squads/33afefe1/history/Nomme-Kalju-FC-Stats-and-History
7b538d76,Pärnu (F),Estonia,UEFA,https://fbref.com/en/squads/7b538d76/history/Parnu-Stats-and-History
aee32dcc,Flora Tallinn (F),Estonia,UEFA,https://fbref.com/en/squads/aee32dcc/history/Flora-Tallinn-Stats-and-History
7bc6abf1,JK Sillamäe Kalev (M),Estonia,UEFA,https://fbref.com/en/squads/7bc6abf1/history/JK-Sillamae-Kalev-Stats-and-History
869753d6,KÍ Klaksvík (M),Faroe Islands,UEFA,https://fbref.com/en/squads/869753d6/history/KI-Klaksvik-Stats-and-History
056a9b27,B36 Tórshavn (M),Faroe Islands,UEFA,https://fbref.com/en/squads/056a9b27/history/B36-Torshavn-Stats-and-History
15c5743b,Havnar Bóltfelag (M),Faroe Islands,UEFA,https://fbref.com/en/squads/15c5743b/history/Havnar-Boltfelag-Stats-and-History
ea73b616,Víkingur Gøta (M),Faroe Islands,UEFA,https://fbref.com/en/squads/ea73b616/history/Vikingur-Gota-Stats-and-History
448e1bb9,NSÍ Runavík (M),Faroe Islands,UEFA,https://fbref.com/en/squads/448e1bb9/history/NSI-Runavik-Stats-and-History
882e0345,EB/Streymur (M),Faroe Islands,UEFA,https://fbref.com/en/squads/882e0345/history/EBStreymur-Stats-and-History
d7319d80,HJK Helsinki (M),Finland,UEFA,https://fbref.com/en/squads/d7319d80/history/HJK-Helsinki-Stats-and-History
e9fa2e8b,Inter Turku (M),Finland,UEFA,https://fbref.com/en/squads/e9fa2e8b/history/Inter-Turku-Stats-and-History
e6f63673,KuPS (M),Finland,UEFA,https://fbref.com/en/squads/e6f63673/history/KuPS-Stats-and-History
5b8cfb05,Lahti (M),Finland,UEFA,https://fbref.com/en/squads/5b8cfb05/history/Lahti-Stats-and-History
c4e86b86,IFK Mariehamn (M),Finland,UEFA,https://fbref.com/en/squads/c4e86b86/history/IFK-Mariehamn-Stats-and-History
c3071553,FC Honka (M),Finland,UEFA,https://fbref.com/en/squads/c3071553/history/FC-Honka-Stats-and-History
e2d8892c,Paris Saint-Germain (M),France,UEFA,https://fbref.com/en/squads/e2d8892c/history/Paris-Saint-Germain-Stats-and-History
d53c0b06,Lyon (M),France,UEFA,https://fbref.com/en/squads/d53c0b06/history/Lyon-Stats-and-History
fd6114db,Monaco (M),France,UEFA,https://fbref.com/en/squads/fd6114db/history/Monaco-Stats-and-History
5725cc7b,Marseille (M),France,UEFA,https://fbref.com/en/squads/5725cc7b/history/Marseille-Stats-and-History
cb188c0c,Lille (M),France,UEFA,https://fbref.com/en/squads/cb188c0c/history/Lille-Stats-and-History
123f3efe,Bordeaux (M),France,UEFA,https://fbref.com/en/squads/123f3efe/history/Bordeaux-Stats-and-History
16d603bf,AS Etoile de Matoury (M),French Guiana,CONCACAF,https://fbref.com/en/squads/16d603bf/history/AS-Etoile-de-Matoury-Stats-and-History
236a1372,Aigles d'Or (M),French Guiana,CONCACAF,https://fbref.com/en/squads/236a1372/history/Aigles-dOr-Stats-and-History
661e458a,EF Iracoubo (M),French Guiana,CONCACAF,https://fbref.com/en/squads/661e458a/history/EF-Iracoubo-Stats-and-History
82d44ea3,ASC de l'Ouest (M),French Guiana,CONCACAF,https://fbref.com/en/squads/82d44ea3/history/ASC-de-lOuest-Stats-and-History
9e661299,ASC Agouado (M),French Guiana,CONCACAF,https://fbref.com/en/squads/9e661299/history/ASC-Agouado-Stats-and-History
e2fa043d,FC Dinamo Tbilisi (M),Georgia,UEFA,https://fbref.com/en/squads/e2fa043d/history/FC-Dinamo-Tbilisi-Stats-and-History
231f4a61,FC Torpedo Kutaisi (M),Georgia,UEFA,https://fbref.com/en/squads/231f4a61/history/FC-Torpedo-Kutaisi-Stats-and-History
e839c85b,FC Chikhura Sachkhere (M),Georgia,UEFA,https://fbref.com/en/squads/e839c85b/history/FC-Chikhura-Sachkhere-Stats-and-History
c1322cab,FC Zestafoni (M),Georgia,UEFA,https://fbref.com/en/squads/c1322cab/history/FC-Zestafoni-Stats-and-History
1c934f04,Lanchkhuti (F),Georgia,UEFA,https://fbref.com/en/squads/1c934f04/history/Lanchkhuti-Stats-and-History
5fccdf60,FC Rustavi (M),Georgia,UEFA,https://fbref.com/en/squads/5fccdf60/history/FC-Rustavi-Stats-and-History
054efa67,Bayern Munich (M),Germany,UEFA,https://fbref.com/en/squads/054efa67/history/Bayern-Munich-Stats-and-History
add600ae,Dortmund (M),Germany,UEFA,https://fbref.com/en/squads/add600ae/history/Dortmund-Stats-and-History
c7a9f859,Leverkusen (M),Germany,UEFA,https://fbref.com/en/squads/c7a9f859/history/Leverkusen-Stats-and-History
62add3bf,Werder Bremen (M),Germany,UEFA,https://fbref.com/en/squads/62add3bf/history/Werder-Bremen-Stats-and-History
598bc722,Stuttgart (M),Germany,UEFA,https://fbref.com/en/squads/598bc722/history/Stuttgart-Stats-and-History
c539e393,Schalke 04 (M),Germany,UEFA,https://fbref.com/en/squads/c539e393/history/Schalke-04-Stats-and-History
2d3c1b6d,Lincoln Red Imps FC (M),Gibraltar,UEFA,https://fbref.com/en/squads/2d3c1b6d/history/Lincoln-Red-Imps-FC-Stats-and-History
75cd4ee3,Europa FC (M),Gibraltar,UEFA,https://fbref.com/en/squads/75cd4ee3/history/Europa-FC-Stats-and-History
bb780485,St. Joseph's (M),Gibraltar,UEFA,https://fbref.com/en/squads/bb780485/history/St-Josephs-Stats-and-History
671a048d,Bruno's Magpies FC (M),Gibraltar,UEFA,https://fbref.com/en/squads/671a048d/history/Brunos-Magpies-FC-Stats-and-History
7e5aaab9,Mons Calpe SC (M),Gibraltar,UEFA,https://fbref.com/en/squads/7e5aaab9/history/Mons-Calpe-SC-Stats-and-History
2fdb4aef,Olympiacos (M),Greece,UEFA,https://fbref.com/en/squads/2fdb4aef/history/Olympiacos-Stats-and-History
f3a5726c,Panathinaikos (M),Greece,UEFA,https://fbref.com/en/squads/f3a5726c/history/Panathinaikos-Stats-and-History
5a5e7874,PAOK (M),Greece,UEFA,https://fbref.com/en/squads/5a5e7874/history/PAOK-Stats-and-History
d5348c80,AEK Athens (M),Greece,UEFA,https://fbref.com/en/squads/d5348c80/history/AEK-Athens-Stats-and-History
edddfa63,Aris (M),Greece,UEFA,https://fbref.com/en/squads/edddfa63/history/Aris-Stats-and-History
c9607f44,Atromitos (M),Greece,UEFA,https://fbref.com/en/squads/c9607f44/history/Atromitos-Stats-and-History
131b6d6f,Phare du Canal (M),Guadeloupe,CONCACAF,https://fbref.com/en/squads/131b6d6f/history/Phare-du-Canal-Stats-and-History
635b7f12,ASC Le Siroco (M),Guadeloupe,CONCACAF,https://fbref.com/en/squads/635b7f12/history/ASC-Le-Siroco-Stats-and-History
66e36b52,SC Baie-Mahault (M),Guadeloupe,CONCACAF,https://fbref.com/en/squads/66e36b52/history/SC-Baie-Mahault-Stats-and-History
abdf207a,Unité Sainte-Rosienne (M),Guadeloupe,CONCACAF,https://fbref.com/en/squads/abdf207a/history/Unite-Sainte-Rosienne-Stats-and-History
c4fe7ad9,Comunicaciones (M),Guatemala,CONCACAF,https://fbref.com/en/squads/c4fe7ad9/history/Comunicaciones-Stats-and-History
c01011f6,Club Xelajú MC (M),Guatemala,CONCACAF,https://fbref.com/en/squads/c01011f6/history/Club-Xelaju-MC-Stats-and-History
c4c0781e,Deportivo Guastatoya (M),Guatemala,CONCACAF,https://fbref.com/en/squads/c4c0781e/history/Deportivo-Guastatoya-Stats-and-History
e8c90349,Antigua GFC (M),Guatemala,CONCACAF,https://fbref.com/en/squads/e8c90349/history/Antigua-GFC-Stats-and-History
2c4ae853,Violette AC (M),Haiti,CONCACAF,https://fbref.com/en/squads/2c4ae853/history/Violette-AC-Stats-and-History
1cde5599,Arcahaie FC (M),Haiti,CONCACAF,https://fbref.com/en/squads/1cde5599/history/Arcahaie-FC-Stats-and-History
050e8bae,Real Hope (M),Haiti,CONCACAF,https://fbref.com/en/squads/050e8bae/history/Real-Hope-Stats-and-History
922c3cf8,AS Cavaly (M),Haiti,CONCACAF,https://fbref.com/en/squads/922c3cf8/history/AS-Cavaly-Stats-and-History
ac5eeb82,Club Deportivo Olimpia (M),Honduras,CONCACAF,https://fbref.com/en/squads/ac5eeb82/history/Club-Deportivo-Olimpia-Stats-and-History
a7ebbaf1,CD Motagua (M),Honduras,CONCACAF,https://fbref.com/en/squads/a7ebbaf1/history/CD-Motagua-Stats-and-History
4e4e7c94,Real España (M),Honduras,CONCACAF,https://fbref.com/en/squads/4e4e7c94/history/Real-Espana-Stats-and-History
ec838161,Marathón (M),Honduras,CONCACAF,https://fbref.com/en/squads/ec838161/history/Marathon-Stats-and-History
6611f992,Ferencváros (M),Hungary,UEFA,https://fbref.com/en/squads/6611f992/history/Ferencvaros-Stats-and-History
a338349f,Fehérvár (M),Hungary,UEFA,https://fbref.com/en/squads/a338349f/history/Fehervar-Stats-and-History
e24ac92e,Debrecen (M),Hungary,UEFA,https://fbref.com/en/squads/e24ac92e/history/Debrecen-Stats-and-History
108607cf,Újpest (M),Hungary,UEFA,https://fbref.com/en/squads/108607cf/history/Ujpest-Stats-and-History
db2b616c,Paks (M),Hungary,UEFA,https://fbref.com/en/squads/db2b616c/history/Paks-Stats-and-History
e44db2c6,MTK Budapest (M),Hungary,UEFA,https://fbref.com/en/squads/e44db2c6/history/MTK-Budapest-Stats-and-History
9ac2ced1,FH (M),Iceland,UEFA,https://fbref.com/en/squads/9ac2ced1/history/FH-Stats-and-History
005a8517,Breiðablik (F),Iceland,UEFA,https://fbref.com/en/squads/005a8517/history/Breidablik-Women-Stats-and-History
ae156985,KR (M),Iceland,UEFA,https://fbref.com/en/squads/ae156985/history/KR-Stats-and-History
50fbb58d,Stjarnan (F),Iceland,UEFA,https://fbref.com/en/squads/50fbb58d/history/Stjarnan-Women-Stats-and-History
2aa6d10a,Valur (F),Iceland,UEFA,https://fbref.com/en/squads/2aa6d10a/history/Valur-Women-Stats-and-History
4a29fb1c,Breiðablik (M),Iceland,UEFA,https://fbref.com/en/squads/4a29fb1c/history/Breidablik-Stats-and-History
5c7eb1c7,Mohun Bagan (M),India,AFC,https://fbref.com/en/squads/5c7eb1c7/history/Mohun-Bagan-Stats-and-History
d6997457,Bengaluru (M),India,AFC,https://fbref.com/en/squads/d6997457/history/Bengaluru-Stats-and-History
1ae5d154,Mumbai City (M),India,AFC,https://fbref.com/en/squads/1ae5d154/history/Mumbai-City-Stats-and-History
3249478a,Goa (M),India,AFC,https://fbref.com/en/squads/3249478a/history/Goa-Stats-and-History
366f89ff,East Bengal (M),India,AFC,https://fbref.com/en/squads/366f89ff/history/East-Bengal-Stats-and-History
238b245d,Odisha (M),India,AFC,https://fbref.com/en/squads/238b245d/history/Odisha-Stats-and-History
95f42e44,Persepolis (M),IR Iran,AFC,https://fbref.com/en/squads/95f42e44/history/Persepolis-Stats-and-History
fe550dbf,Esteghlal (M),IR Iran,AFC,https://fbref.com/en/squads/fe550dbf/history/Esteghlal-Stats-and-History
e39cf61a,Sepahan (M),IR Iran,AFC,https://fbref.com/en/squads/e39cf61a/history/Sepahan-Stats-and-History
0230c3aa,Tractor (M),IR Iran,AFC,https://fbref.com/en/squads/0230c3aa/history/Tractor-Stats-and-History
aa3eb1d3,Foolad (M),IR Iran,AFC,https://fbref.com/en/squads/aa3eb1d3/history/Foolad-Stats-and-History
f8106fc0,Zob Ahan (M),IR Iran,AFC,https://fbref.com/en/squads/f8106fc0/history/Zob-Ahan-Stats-and-History
04c011d8,Maccabi Tel Aviv FC (M),Israel,UEFA,https://fbref.com/en/squads/04c011d8/history/Maccabi-Tel-Aviv-FC-Stats-and-History
187832f5,Maccabi Haifa FC (M),Israel,UEFA,https://fbref.com/en/squads/187832f5/history/Maccabi-Haifa-FC-Stats-and-History
8bb196a5,Hapoel Tel Aviv FC (M),Israel,UEFA,https://fbref.com/en/squads/8bb196a5/history/Hapoel-Tel-Aviv-FC-Stats-and-History
133013ee,Hapoel Be'er Sheva FC (M),Israel,UEFA,https://fbref.com/en/squads/133013ee/history/Hapoel-Beer-Sheva-FC-Stats-and-History
79000faa,Beitar Jerusalem (M),Israel,UEFA,https://fbref.com/en/squads/79000faa/history/Beitar-Jerusalem-Stats-and-History
1040e0f7,Bnei Yehuda Tel Aviv FC (M),Israel,UEFA,https://fbref.com/en/squads/1040e0f7/history/Bnei-Yehuda-Tel-Aviv-FC-Stats-and-History
e0652b02,Juventus (M),Italy,UEFA,https://fbref.com/en/squads/e0652b02/history/Juventus-Stats-and-History
d609edc0,Internazionale (M),Italy,UEFA,https://fbref.com/en/squads/d609edc0/history/Internazionale-Stats-and-History
dc56fe14,Milan (M),Italy,UEFA,https://fbref.com/en/squads/dc56fe14/history/Milan-Stats-and-History
cf74a709,Roma (M),Italy,UEFA,https://fbref.com/en/squads/cf74a709/history/Roma-Stats-and-History
7213da33,Lazio (M),Italy,UEFA,https://fbref.com/en/squads/7213da33/history/Lazio-Stats-and-History
d48ad4ff,Napoli (M),Italy,UEFA,https://fbref.com/en/squads/d48ad4ff/history/Napoli-Stats-and-History
28ec58a5,Mount Pleasant Football Academy (M),Jamaica,CONCACAF,https://fbref.com/en/squads/28ec58a5/history/Mount-Pleasant-Football-Academy-Stats-and-History
37776575,Cavalier FC (M),Jamaica,CONCACAF,https://fbref.com/en/squads/37776575/history/Cavalier-FC-Stats-and-History
e035ae8f,Portmore United FC (M),Jamaica,CONCACAF,https://fbref.com/en/squads/e035ae8f/history/Portmore-United-FC-Stats-and-History
858d58b2,Kawasaki Frontale (M),Japan,AFC,https://fbref.com/en/squads/858d58b2/history/Kawasaki-Frontale-Stats-and-History
dd694b37,Kashima Antlers (M),Japan,AFC,https://fbref.com/en/squads/dd694b37/history/Kashima-Antlers-Stats-and-History
f812e711,Urawa Red Diamonds (M),Japan,AFC,https://fbref.com/en/squads/f812e711/history/Urawa-Red-Diamonds-Stats-and-History
a33a1d8d,Sanfrecce Hiroshima (M),Japan,AFC,https://fbref.com/en/squads/a33a1d8d/history/Sanfrecce-Hiroshima-Stats-and-History
3ded797c,Yokohama F. Marinos (M),Japan,AFC,https://fbref.com/en/squads/3ded797c/history/Yokohama-F-Marinos-Stats-and-History
e2948349,Gamba Osaka (M),Japan,AFC,https://fbref.com/en/squads/e2948349/history/Gamba-Osaka-Stats-and-History
c72c8787,FC Astana (M),Kazakhstan,UEFA,https://fbref.com/en/squads/c72c8787/history/FC-Astana-Stats-and-History
6f6ee141,BIIK Kazygurt (F),Kazakhstan,UEFA,https://fbref.com/en/squads/6f6ee141/history/BIIK-Kazygurt-Stats-and-History
768fb565,FC Kairat (M),Kazakhstan,UEFA,https://fbref.com/en/squads/768fb565/history/FC-Kairat-Stats-and-History
c8282e20,FC Aktobe (M),Kazakhstan,UEFA,https://fbref.com/en/squads/c8282e20/history/FC-Aktobe-Stats-and-History
a8ba56e5,FC Shakhter Karagandy (M),Kazakhstan,UEFA,https://fbref.com/en/squads/a8ba56e5/history/FC-Shakhter-Karagandy-Stats-and-History
8c6383a1,FC Tobol (M),Kazakhstan,UEFA,https://fbref.com/en/squads/8c6383a1/history/FC-Tobol-Stats-and-History
ae23a242,Jeonbuk Hyundai Motors (M),Korea Republic,AFC,https://fbref.com/en/squads/ae23a242/history/Jeonbuk-Hyundai-Motors-Stats-and-History
4372a20b,Ulsan HD (M),Korea Republic,AFC,https://fbref.com/en/squads/4372a20b/history/Ulsan-HD-Stats-and-History
82d18831,Pohang Steelers (M),Korea Republic,AFC,https://fbref.com/en/squads/82d18831/history/Pohang-Steelers-Stats-and-History
e03e5172,FC Seoul (M),Korea Republic,AFC,https://fbref.com/en/squads/e03e5172/history/FC-Seoul-Stats-and-History
e1e9c597,Jeju United (M),Korea Republic,AFC,https://fbref.com/en/squads/e1e9c597/history/Jeju-United-Stats-and-History
05c86972,Suwon Samsung Bluewings (M),Korea Republic,AFC,https://fbref.com/en/squads/05c86972/history/Suwon-Samsung-Bluewings-Stats-and-History
77b23ba3,KF Drita (M),Kosovo,UEFA,https://fbref.com/en/squads/77b23ba3/history/KF-Drita-Stats-and-History
874efae9,Mitrovica (F),Kosovo,UEFA,https://fbref.com/en/squads/874efae9/history/Mitrovica-Stats-and-History
7de37644,FC Prishtina (M),Kosovo,UEFA,https://fbref.com/en/squads/7de37644/history/FC-Prishtina-Stats-and-History
1ebfb2aa,KF Ballkani Therandë (M),Kosovo,UEFA,https://fbref.com/en/squads/1ebfb2aa/history/KF-Ballkani-Therande-Stats-and-History
c6bd5ba1,KFF EP-Com Hajvalia (F),Kosovo,UEFA,https://fbref.com/en/squads/c6bd5ba1/history/KFF-EP-Com-Hajvalia-Stats-and-History
9d12423d,Hajvalia (F),Kosovo,UEFA,https://fbref.com/en/squads/9d12423d/history/Hajvalia-Stats-and-History
89873a40,Skonto FC (M),Latvia,UEFA,https://fbref.com/en/squads/89873a40/history/Skonto-FC-Stats-and-History
869a3b6a,FK Ventspils (M),Latvia,UEFA,https://fbref.com/en/squads/869a3b6a/history/FK-Ventspils-Stats-and-History
289b7de6,FK Liepājas Metalurgs (M),Latvia,UEFA,https://fbref.com/en/squads/289b7de6/history/FK-Liepajas-Metalurgs-Stats-and-History
7c90642e,FK Rīgas Futbola skola (M),Latvia,UEFA,https://fbref.com/en/squads/7c90642e/history/FK-Rigas-Futbola-skola-Stats-and-History
654ac5a4,FK Spartaks Jūrmala (M),Latvia,UEFA,https://fbref.com/en/squads/654ac5a4/history/FK-Spartaks-Jurmala-Stats-and-History
8a898dad,FK Jelgava (M),Latvia,UEFA,https://fbref.com/en/squads/8a898dad/history/FK-Jelgava-Stats-and-History
b1b46fc3,Vaduz (M),Liechtenstein,UEFA,https://fbref.com/en/squads/b1b46fc3/history/Vaduz-Stats-and-History
296285e0,USV Eschen/Mauren (M),Liechtenstein,UEFA,https://fbref.com/en/squads/296285e0/history/USV-EschenMauren-Stats-and-History
29ee35e0,Gintra Universitetas (F),Lithuania,UEFA,https://fbref.com/en/squads/29ee35e0/history/Gintra-Universitetas-Stats-and-History
4c6489de,Žalgiris (M),Lithuania,UEFA,https://fbref.com/en/squads/4c6489de/history/Zalgiris-Stats-and-History
816a9742,FBK Kaunas (M),Lithuania,UEFA,https://fbref.com/en/squads/816a9742/history/FBK-Kaunas-Stats-and-History
9e3153f3,FK Sūduva Marijampolė (M),Lithuania,UEFA,https://fbref.com/en/squads/9e3153f3/history/FK-Suduva-Marijampole-Stats-and-History
3ca079d2,FK Ekranas (M),Lithuania,UEFA,https://fbref.com/en/squads/3ca079d2/history/FK-Ekranas-Stats-and-History
49a61d12,Riteriai (M),Lithuania,UEFA,https://fbref.com/en/squads/49a61d12/history/Riteriai-Stats-and-History
baae133b,F91 Dudelange (M),Luxembourg,UEFA,https://fbref.com/en/squads/baae133b/history/F91-Dudelange-Stats-and-History
58ff3cd4,Differdange (M),Luxembourg,UEFA,https://fbref.com/en/squads/58ff3cd4/history/Differdange-Stats-and-History
dfe62afe,Racing-Union (F),Luxembourg,UEFA,https://fbref.com/en/squads/dfe62afe/history/Racing-Union-Women-Stats-and-History
ec560e72,FC Progrès Niederkorn (M),Luxembourg,UEFA,https://fbref.com/en/squads/ec560e72/history/FC-Progres-Niederkorn-Stats-and-History
f1849f98,Jeunesse Esch (M),Luxembourg,UEFA,https://fbref.com/en/squads/f1849f98/history/Jeunesse-Esch-Stats-and-History
aa065002,CS Fola Esch (M),Luxembourg,UEFA,https://fbref.com/en/squads/aa065002/history/CS-Fola-Esch-Stats-and-History
3f53cc7a,Valletta FC (M),Malta,UEFA,https://fbref.com/en/squads/3f53cc7a/history/Valletta-FC-Stats-and-History
7bb567b2,Birkirkara FC (M),Malta,UEFA,https://fbref.com/en/squads/7bb567b2/history/Birkirkara-FC-Stats-and-History
0faf8f33,Hibernians FC (M),Malta,UEFA,https://fbref.com/en/squads/0faf8f33/history/Hibernians-FC-Stats-and-History
9c088d4e,Floriana FC (M),Malta,UEFA,https://fbref.com/en/squads/9c088d4e/history/Floriana-FC-Stats-and-History
7ba81fac,Birkirkara (F),Malta,UEFA,https://fbref.com/en/squads/7ba81fac/history/Birkirkara-Stats-and-History
7465f27b,Sliema Wanderers (M),Malta,UEFA,https://fbref.com/en/squads/7465f27b/history/Sliema-Wanderers-Stats-and-History
5f472462,AO Eveil des Trois-Ilets (M),Martinique,CONCACAF,https://fbref.com/en/squads/5f472462/history/AO-Eveil-des-Trois-Ilets-Stats-and-History
76ca939d,RC Saint-Joseph (M),Martinique,CONCACAF,https://fbref.com/en/squads/76ca939d/history/RC-Saint-Joseph-Stats-and-History
ab204822,Golden Lion de Saint-Joseph (M),Martinique,CONCACAF,https://fbref.com/en/squads/ab204822/history/Golden-Lion-de-Saint-Joseph-Stats-and-History
d9490713,CS l'Espoir de Sainte Luce (M),Martinique,CONCACAF,https://fbref.com/en/squads/d9490713/history/CS-lEspoir-de-Sainte-Luce-Stats-and-History
